Domain Code,Domain,Area Code (ISO3),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
ESB,Cropland Nutrient Balance,IND,India,7275,Cropland nitrogen,5082,Leaching,2023,2023,t,2276116.7924,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7276,Cropland nitrogen per unit area,5082,Leaching,2023,2023,kg/ha,13.5223,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7280,Cropland phosphorus,5082,Leaching,2023,2023,,,,,
ESB,Cropland Nutrient Balance,IND,India,7281,Cropland phosphorus per unit area,5082,Leaching,2023,2023,,,,,
ESB,Cropland Nutrient Balance,IND,India,7282,Cropland potassium,5082,Leaching,2023,2023,,,,,
ESB,Cropland Nutrient Balance,IND,India,7283,Cropland potassium per unit area,5082,Leaching,2023,2023,,,,,
ESB,Cropland Nutrient Balance,IND,India,7290,Cropland nitrogen use efficiency,5082,Leaching,2023,2023,,,,,
ESB,Cropland Nutrient Balance,IND,India,7291,Cropland phosphorus use efficiency,5082,Leaching,2023,2023,,,,,
ESB,Cropland Nutrient Balance,IND,India,7292,Cropland potassium use efficiency,5082,Leaching,2023,2023,,,,,
ESB,Cropland Nutrient Balance,IND,India,7275,Cropland nitrogen,5083,Volatilisation,2020,2020,t,6143820.4587,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7276,Cropland nitrogen per unit area,5083,Volatilisation,2020,2020,kg/ha,36.5599,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7280,Cropland phosphorus,5083,Volatilisation,2020,2020,,,,,
ESB,Cropland Nutrient Balance,IND,India,7281,Cropland phosphorus per unit area,5083,Volatilisation,2020,2020,,,,,
ESB,Cropland Nutrient Balance,IND,India,7282,Cropland potassium,5083,Volatilisation,2020,2020,,,,,
ESB,Cropland Nutrient Balance,IND,India,7283,Cropland potassium per unit area,5083,Volatilisation,2020,2020,,,,,
ESB,Cropland Nutrient Balance,IND,India,7290,Cropland nitrogen use efficiency,5083,Volatilisation,2020,2020,,,,,
ESB,Cropland Nutrient Balance,IND,India,7291,Cropland phosphorus use efficiency,5083,Volatilisation,2020,2020,,,,,
ESB,Cropland Nutrient Balance,IND,India,7292,Cropland potassium use efficiency,5083,Volatilisation,2020,2020,,,,,
ESB,Cropland Nutrient Balance,IND,India,7275,Cropland nitrogen,5083,Volatilisation,2021,2021,t,5903752.4953,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7276,Cropland nitrogen per unit area,5083,Volatilisation,2021,2021,kg/ha,35.1122,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7280,Cropland phosphorus,5083,Volatilisation,2021,2021,,,,,
ESB,Cropland Nutrient Balance,IND,India,7281,Cropland phosphorus per unit area,5083,Volatilisation,2021,2021,,,,,
ESB,Cropland Nutrient Balance,IND,India,7282,Cropland potassium,5083,Volatilisation,2021,2021,,,,,
ESB,Cropland Nutrient Balance,IND,India,7283,Cropland potassium per unit area,5083,Volatilisation,2021,2021,,,,,
ESB,Cropland Nutrient Balance,IND,India,7290,Cropland nitrogen use efficiency,5083,Volatilisation,2021,2021,,,,,
ESB,Cropland Nutrient Balance,IND,India,7291,Cropland phosphorus use efficiency,5083,Volatilisation,2021,2021,,,,,
ESB,Cropland Nutrient Balance,IND,India,7292,Cropland potassium use efficiency,5083,Volatilisation,2021,2021,,,,,
ESB,Cropland Nutrient Balance,IND,India,7275,Cropland nitrogen,5083,Volatilisation,2022,2022,t,6102172.0682,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7276,Cropland nitrogen per unit area,5083,Volatilisation,2022,2022,kg/ha,36.2725,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7280,Cropland phosphorus,5083,Volatilisation,2022,2022,,,,,
ESB,Cropland Nutrient Balance,IND,India,7281,Cropland phosphorus per unit area,5083,Volatilisation,2022,2022,,,,,
ESB,Cropland Nutrient Balance,IND,India,7282,Cropland potassium,5083,Volatilisation,2022,2022,,,,,
ESB,Cropland Nutrient Balance,IND,India,7283,Cropland potassium per unit area,5083,Volatilisation,2022,2022,,,,,
ESB,Cropland Nutrient Balance,IND,India,7290,Cropland nitrogen use efficiency,5083,Volatilisation,2022,2022,,,,,
ESB,Cropland Nutrient Balance,IND,India,7291,Cropland phosphorus use efficiency,5083,Volatilisation,2022,2022,,,,,
ESB,Cropland Nutrient Balance,IND,India,7292,Cropland potassium use efficiency,5083,Volatilisation,2022,2022,,,,,
ESB,Cropland Nutrient Balance,IND,India,7275,Cropland nitrogen,5083,Volatilisation,2023,2023,t,6175789.1886,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7276,Cropland nitrogen per unit area,5083,Volatilisation,2023,2023,kg/ha,36.6901,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7280,Cropland phosphorus,5083,Volatilisation,2023,2023,,,,,
ESB,Cropland Nutrient Balance,IND,India,7281,Cropland phosphorus per unit area,5083,Volatilisation,2023,2023,,,,,
ESB,Cropland Nutrient Balance,IND,India,7282,Cropland potassium,5083,Volatilisation,2023,2023,,,,,
ESB,Cropland Nutrient Balance,IND,India,7283,Cropland potassium per unit area,5083,Volatilisation,2023,2023,,,,,
ESB,Cropland Nutrient Balance,IND,India,7290,Cropland nitrogen use efficiency,5083,Volatilisation,2023,2023,,,,,
ESB,Cropland Nutrient Balance,IND,India,7291,Cropland phosphorus use efficiency,5083,Volatilisation,2023,2023,,,,,
ESB,Cropland Nutrient Balance,IND,India,7292,Cropland potassium use efficiency,5083,Volatilisation,2023,2023,,,,,
ESB,Cropland Nutrient Balance,IND,India,7275,Cropland nitrogen,5079,Input,2020,2020,t,29505324.5946,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7276,Cropland nitrogen per unit area,5079,Input,2020,2020,kg/ha,175.5768,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7280,Cropland phosphorus,5079,Input,2020,2020,t,4407795.6179,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7281,Cropland phosphorus per unit area,5079,Input,2020,2020,kg/ha,26.2294,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7282,Cropland potassium,5079,Input,2020,2020,t,4808004.9198,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7283,Cropland potassium per unit area,5079,Input,2020,2020,kg/ha,28.6109,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7275,Cropland nitrogen,5079,Input,2021,2021,t,29157030.7597,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7276,Cropland nitrogen per unit area,5079,Input,2021,2021,kg/ha,173.4096,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7280,Cropland phosphorus,5079,Input,2021,2021,t,3915152.9929,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7281,Cropland phosphorus per unit area,5079,Input,2021,2021,kg/ha,23.2851,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7282,Cropland potassium,5079,Input,2021,2021,t,4386790.6699,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7283,Cropland potassium per unit area,5079,Input,2021,2021,kg/ha,26.0902,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7275,Cropland nitrogen,5079,Input,2022,2022,t,30041431.2242,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7276,Cropland nitrogen per unit area,5079,Input,2022,2022,kg/ha,178.5722,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7280,Cropland phosphorus,5079,Input,2022,2022,t,3960098.2131,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7281,Cropland phosphorus per unit area,5079,Input,2022,2022,kg/ha,23.5396,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7282,Cropland potassium,5079,Input,2022,2022,t,3797635.8281,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7283,Cropland potassium per unit area,5079,Input,2022,2022,kg/ha,22.5739,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7275,Cropland nitrogen,5079,Input,2023,2023,t,30240704.9502,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7276,Cropland nitrogen per unit area,5079,Input,2023,2023,kg/ha,179.6588,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7280,Cropland phosphorus,5079,Input,2023,2023,t,4134909.2817,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7281,Cropland phosphorus per unit area,5079,Input,2023,2023,kg/ha,24.5653,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7282,Cropland potassium,5079,Input,2023,2023,t,3954738.1756,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7283,Cropland potassium per unit area,5079,Input,2023,2023,kg/ha,23.4949,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7275,Cropland nitrogen,5080,Outputs,2020,2020,t,11685353.2642,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7276,Cropland nitrogen per unit area,5080,Outputs,2020,2020,kg/ha,69.5358,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7280,Cropland phosphorus,5080,Outputs,2020,2020,t,2118865.144,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7281,Cropland phosphorus per unit area,5080,Outputs,2020,2020,kg/ha,12.6087,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7282,Cropland potassium,5080,Outputs,2020,2020,t,5431555.9312,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7283,Cropland potassium per unit area,5080,Outputs,2020,2020,kg/ha,32.3215,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7275,Cropland nitrogen,5080,Outputs,2021,2021,t,12207916.5656,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7276,Cropland nitrogen per unit area,5080,Outputs,2021,2021,kg/ha,72.6058,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7280,Cropland phosphorus,5080,Outputs,2021,2021,t,2199849.523,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7281,Cropland phosphorus per unit area,5080,Outputs,2021,2021,kg/ha,13.0835,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7282,Cropland potassium,5080,Outputs,2021,2021,t,5615758.5633,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7283,Cropland potassium per unit area,5080,Outputs,2021,2021,kg/ha,33.3994,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7275,Cropland nitrogen,5080,Outputs,2022,2022,t,12410209.4952,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7276,Cropland nitrogen per unit area,5080,Outputs,2022,2022,kg/ha,73.7687,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7280,Cropland phosphorus,5080,Outputs,2022,2022,t,2230487.1487,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7281,Cropland phosphorus per unit area,5080,Outputs,2022,2022,kg/ha,13.2585,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7282,Cropland potassium,5080,Outputs,2022,2022,t,5676173.2702,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7283,Cropland potassium per unit area,5080,Outputs,2022,2022,kg/ha,33.7403,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7275,Cropland nitrogen,5080,Outputs,2023,2023,t,13009760.9501,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7276,Cropland nitrogen per unit area,5080,Outputs,2023,2023,kg/ha,77.2905,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7280,Cropland phosphorus,5080,Outputs,2023,2023,t,2320845.7577,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7281,Cropland phosphorus per unit area,5080,Outputs,2023,2023,kg/ha,13.788,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7282,Cropland potassium,5080,Outputs,2023,2023,t,5905765.5433,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7283,Cropland potassium per unit area,5080,Outputs,2023,2023,kg/ha,35.0859,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7275,Cropland nitrogen,5081,Nutrient balance,2020,2020,t,17819971.3304,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7276,Cropland nitrogen per unit area,5081,Nutrient balance,2020,2020,kg/ha,106.041,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7280,Cropland phosphorus,5081,Nutrient balance,2020,2020,t,2288930.4739,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7281,Cropland phosphorus per unit area,5081,Nutrient balance,2020,2020,kg/ha,13.6207,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7282,Cropland potassium,5081,Nutrient balance,2020,2020,t,-623551.0114,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7283,Cropland potassium per unit area,5081,Nutrient balance,2020,2020,kg/ha,-3.7106,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7290,Cropland nitrogen use efficiency,5081,Nutrient balance,2020,2020,%,39.6042,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7291,Cropland phosphorus use efficiency,5081,Nutrient balance,2020,2020,%,48.0709,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7292,Cropland potassium use efficiency,5081,Nutrient balance,2020,2020,%,112.969,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7275,Cropland nitrogen,5081,Nutrient balance,2021,2021,t,16949114.194,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7276,Cropland nitrogen per unit area,5081,Nutrient balance,2021,2021,kg/ha,100.8038,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7280,Cropland phosphorus,5081,Nutrient balance,2021,2021,t,1715303.4698,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7281,Cropland phosphorus per unit area,5081,Nutrient balance,2021,2021,kg/ha,10.2017,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7282,Cropland potassium,5081,Nutrient balance,2021,2021,t,-1228967.8934,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7283,Cropland potassium per unit area,5081,Nutrient balance,2021,2021,kg/ha,-7.3092,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7290,Cropland nitrogen use efficiency,5081,Nutrient balance,2021,2021,%,41.8695,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7291,Cropland phosphorus use efficiency,5081,Nutrient balance,2021,2021,%,56.1881,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7292,Cropland potassium use efficiency,5081,Nutrient balance,2021,2021,%,128.0152,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7275,Cropland nitrogen,5081,Nutrient balance,2022,2022,t,17631221.729,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7276,Cropland nitrogen per unit area,5081,Nutrient balance,2022,2022,kg/ha,104.8034,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7280,Cropland phosphorus,5081,Nutrient balance,2022,2022,t,1729611.0644,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7281,Cropland phosphorus per unit area,5081,Nutrient balance,2022,2022,kg/ha,10.2811,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7282,Cropland potassium,5081,Nutrient balance,2022,2022,t,-1878537.442,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7283,Cropland potassium per unit area,5081,Nutrient balance,2022,2022,kg/ha,-11.1664,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7290,Cropland nitrogen use efficiency,5081,Nutrient balance,2022,2022,%,41.3103,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7291,Cropland phosphorus use efficiency,5081,Nutrient balance,2022,2022,%,56.324,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7292,Cropland potassium use efficiency,5081,Nutrient balance,2022,2022,%,149.466,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7275,Cropland nitrogen,5081,Nutrient balance,2023,2023,t,17230944.0,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7276,Cropland nitrogen per unit area,5081,Nutrient balance,2023,2023,kg/ha,102.3683,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7280,Cropland phosphorus,5081,Nutrient balance,2023,2023,t,1814063.524,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7281,Cropland phosphorus per unit area,5081,Nutrient balance,2023,2023,kg/ha,10.7773,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7282,Cropland potassium,5081,Nutrient balance,2023,2023,t,-1951027.3677,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7283,Cropland potassium per unit area,5081,Nutrient balance,2023,2023,kg/ha,-11.591,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7290,Cropland nitrogen use efficiency,5081,Nutrient balance,2023,2023,%,43.0207,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7291,Cropland phosphorus use efficiency,5081,Nutrient balance,2023,2023,%,56.1281,E,Estimated value,
ESB,Cropland Nutrient Balance,IND,India,7292,Cropland potassium use efficiency,5081,Nutrient balance,2023,2023,%,149.3339,E,Estimated value,
